,Open,High,Low,Close,Adj Close,Volume
2021-07-21 09:30:00-04:00,4331.1298828125,4350.22998046875,4331.1298828125,4344.27001953125,4344.27001953125,0
2021-07-21 10:30:00-04:00,4344.240234375,4349.81982421875,4342.1201171875,4345.580078125,4345.580078125,279666181
2021-07-21 11:30:00-04:00,4345.47021484375,4353.64990234375,4345.41015625,4349.64990234375,4349.64990234375,211472622
2021-07-21 12:30:00-04:00,4349.64013671875,4352.02978515625,4347.64990234375,4351.83984375,4351.83984375,175475442
2021-07-21 13:30:00-04:00,4351.85009765625,4353.509765625,4349.64013671875,4351.8701171875,4351.8701171875,165716000
2021-07-21 14:30:00-04:00,4351.8798828125,4356.93994140625,4351.8798828125,4354.169921875,4354.169921875,196383000
2021-07-21 15:30:00-04:00,4354.22021484375,4359.7001953125,4348.60009765625,4358.330078125,4358.330078125,321002000
2021-07-22 09:30:00-04:00,4361.27001953125,4364.3701171875,4353.02978515625,4360.10986328125,4360.10986328125,0
2021-07-22 10:30:00-04:00,4360.0400390625,4366.3798828125,4357.3798828125,4359.89990234375,4359.89990234375,247764901
2021-07-22 11:30:00-04:00,4359.830078125,4360.97998046875,4350.06005859375,4355.14990234375,4355.14990234375,185877067
2021-07-22 12:30:00-04:00,4355.14990234375,4363.60009765625,4354.3701171875,4363.080078125,4363.080078125,161805135
2021-07-22 13:30:00-04:00,4363.080078125,4368.7900390625,4362.85009765625,4367.43994140625,4367.43994140625,147766000
2021-07-22 14:30:00-04:00,4367.43017578125,4369.77001953125,4366.330078125,4368.33984375,4368.33984375,173423000
2021-07-22 15:30:00-04:00,4368.31982421875,4368.330078125,4364.169921875,4367.3701171875,4367.3701171875,266015000
2021-07-23 09:30:00-04:00,4381.2001953125,4389.9501953125,4381.2001953125,4388.669921875,4388.669921875,0
2021-07-23 10:30:00-04:00,4388.7001953125,4405.43017578125,4387.22021484375,4405.2900390625,4405.2900390625,223034128
2021-07-23 11:30:00-04:00,4405.330078125,4407.5400390625,4400.27978515625,4403.27001953125,4403.27001953125,194260041
2021-07-23 12:30:00-04:00,4403.27978515625,4412.81005859375,4402.47021484375,4411.35009765625,4411.35009765625,165025215
2021-07-23 13:30:00-04:00,4411.31005859375,4412.72998046875,4408.47998046875,4410.009765625,4410.009765625,151100000
2021-07-23 14:30:00-04:00,4410.009765625,4411.330078125,4404.72998046875,4408.72998046875,4408.72998046875,171838000
2021-07-23 15:30:00-04:00,4408.72998046875,4415.18017578125,4408.68994140625,4411.10009765625,4411.10009765625,263327000
2021-07-26 09:30:00-04:00,4409.580078125,4415.35986328125,4406.1298828125,4407.77001953125,4407.77001953125,0
2021-07-26 10:30:00-04:00,4407.6201171875,4417.240234375,4405.4501953125,4416.58984375,4416.58984375,225368693
2021-07-26 11:30:00-04:00,4416.68994140625,4420.68994140625,4416.1298828125,4416.3798828125,4416.3798828125,164793053
2021-07-26 12:30:00-04:00,4416.3798828125,4419.77001953125,4412.43994140625,4417.1298828125,4417.1298828125,143706123
2021-07-26 13:30:00-04:00,4417.14013671875,4417.9599609375,4414.56982421875,4417.33984375,4417.33984375,150093648
2021-07-26 14:30:00-04:00,4417.31005859375,4421.27978515625,4417.14990234375,4421.14013671875,4421.14013671875,170498000
2021-07-26 15:30:00-04:00,4421.1201171875,4422.72998046875,4417.27978515625,4422.56005859375,4422.56005859375,267915000
2021-07-27 09:30:00-04:00,4416.3798828125,4416.3798828125,4393.02001953125,4403.77978515625,4403.77978515625,0
