Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,0.9000179767608643,0.9180179834365845,0.8964179754257202,0.9126179814338684,0.7735913991928101,215496052
2019-06-17,0.9108179807662964,0.94861900806427,0.9090179800987244,0.945019006729126,0.8010563850402832,186881366
2019-06-18,0.943219006061554,0.9900199770927429,0.943219006061554,0.9864199757575989,0.8361504673957825,259187020
2019-06-19,0.9810190200805664,1.0044200420379639,0.9666190147399902,0.995419979095459,0.843779444694519,253490324
2019-06-20,1.0134199857711792,1.0260200500488281,0.995419979095459,0.999019980430603,0.8468310236930847,299503490
2019-06-21,0.995419979095459,1.0206199884414673,0.9828190207481384,1.011620044708252,0.8575116395950317,186568772
2019-06-24,1.0800210237503052,1.0818209648132324,1.0368210077285767,1.049420952796936,0.8895540237426758,390059196
2019-06-25,1.0440210103988647,1.0836219787597656,1.038620948791504,1.0710209608078003,0.9078634977340698,418095193
2019-06-26,1.0710209608078003,1.0764210224151611,1.0512210130691528,1.062021017074585,0.9002346396446228,100123816
2019-06-27,1.065621018409729,1.0836219787597656,1.0602209568023682,1.0674209594726562,0.9048118591308594,133515394
2019-06-28,1.0746209621429443,1.0962220430374146,1.0674209594726562,1.0908219814300537,0.924648106098175,134497618
2019-07-01,1.119621992111206,1.1520229578018188,1.119621992111206,1.1412229537963867,0.9673710465431213,167926762
2019-07-02,1.1358230113983154,1.1574230194091797,1.1268219947814941,1.1448229551315308,0.970422625541687,148360626
2019-07-03,1.1430230140686035,1.1466230154037476,1.1268219947814941,1.1376229524612427,0.9643194079399109,97546174
2019-07-04,1.1394230127334595,1.1448229551315308,1.1214220523834229,1.1358230113983154,0.96279376745224,103445116
2019-07-05,1.132222056388855,1.1916240453720093,1.125022053718567,1.1844240427017212,1.003990888595581,294576329
2019-07-08,1.166422963142395,1.1844240427017212,1.1574230194091797,1.1718230247497559,0.9933096170425415,134766091
2019-07-09,1.1646230220794678,1.1772229671478271,1.1304219961166382,1.132222056388855,0.9597413539886475,189339872
2019-07-10,1.128622055053711,1.173622965812683,1.1214220523834229,1.170022964477539,0.9917837977409363,223467006
2019-07-11,1.179023027420044,1.1844240427017212,1.132222056388855,1.1430230140686035,0.9688968658447266,176670390
2019-07-12,1.1430230140686035,1.1682230234146118,1.0944219827651978,1.0998220443725586,0.9322770833969116,206650881
2019-07-15,1.0998220443725586,1.0998220443725586,1.0998220443725586,1.0998220443725586,0.9322770833969116,0
2019-07-16,1.112421989440918,1.1268219947814941,1.0980219841003418,1.108821988105774,0.9399059414863586,136345081
2019-07-17,1.116021990776062,1.1430230140686035,1.0998220443725586,1.1358230113983154,0.96279376745224,127651769
2019-07-18,1.1358230113983154,1.162822961807251,1.128622055053711,1.159222960472107,0.9826289415359497,135534231
2019-07-19,1.170022964477539,1.1808229684829712,1.1430230140686035,1.155622959136963,0.9795774817466736,160262868
2019-07-22,1.1502230167388916,1.159222960472107,1.119621992111206,1.119621992111206,0.9490607380867004,140112810
2019-07-23,1.119621992111206,1.1484229564666748,1.1142220497131348,1.1358230113983154,0.96279376745224,177759762
2019-07-24,1.1340229511260986,1.162822961807251,1.12322199344635,1.1574230194091797,0.981103241443634,163373593
2019-07-25,1.159222960472107,1.170022964477539,1.1268219947814941,1.1394230127334595,0.9658453464508057,244250590
2019-07-26,1.1466230154037476,1.1646230220794678,1.1340229511260986,1.155622959136963,0.9795774817466736,153996056
2019-07-29,1.1574230194091797,1.166422963142395,1.1502230167388916,1.1538230180740356,0.9780516624450684,114532185
2019-07-30,1.1574230194091797,1.1610230207443237,1.128622055053711,1.1394230127334595,0.9658453464508057,107001232
2019-07-31,1.1412229537963867,1.1412229537963867,1.1070220470428467,1.125022053718567,0.9536381363868713,120788247
2019-08-01,1.1052219867706299,1.132222056388855,1.1034220457077026,1.12322199344635,0.9521123766899109,148555905
2019-08-02,1.116021990776062,1.119621992111206,1.0818209648132324,1.0854220390319824,0.9200707674026489,121352613
2019-08-05,1.0782209634780884,1.0926220417022705,1.0674209594726562,1.0764210224151611,0.9124408960342407,122715963
2019-08-06,1.0800210237503052,1.0944219827651978,1.069221019744873,1.0764210224151611,0.9124408960342407,180684447
2019-08-07,1.0836219787597656,1.0944219827651978,1.05302095413208,1.069221019744873,0.9063377976417542,216913501
2019-08-08,1.0764210224151611,1.0782209634780884,1.0350209474563599,1.058421015739441,0.8971830010414124,178027318
2019-08-09,1.0566209554672241,1.0566209554672241,1.0242199897766113,1.038620948791504,0.8803992867469788,196320019
2019-08-12,1.038620948791504,1.038620948791504,1.038620948791504,1.038620948791504,0.8803992867469788,0
2019-08-13,1.038620948791504,1.038620948791504,1.038620948791504,1.038620948791504,0.8803992867469788,0
