Date,Open,High,Low,Close,Adj Close,Volume
2014-06-09,1930.800048828125,1937.300048828125,1927.68994140625,1936.1600341796875,1936.1600341796875,2598230000
2014-06-16,1934.8399658203125,1963.9100341796875,1930.9100341796875,1962.8699951171875,1962.8699951171875,16251000000
2014-06-23,1962.9200439453125,1968.1700439453125,1944.68994140625,1960.9599609375,1960.9599609375,15983470000
2014-06-30,1960.7900390625,1985.5899658203125,1958.219970703125,1985.43994140625,1985.43994140625,11075160000
2014-07-07,1984.219970703125,1984.219970703125,1952.8599853515625,1967.5699462890625,1967.5699462890625,14692810000
2014-07-14,1969.8599853515625,1983.93994140625,1955.5899658203125,1978.219970703125,1978.219970703125,15952350000
2014-07-21,1976.9300537109375,1991.3900146484375,1965.77001953125,1978.3399658203125,1978.3399658203125,14213850000
2014-07-28,1978.25,1984.8499755859375,1916.3699951171875,1925.1500244140625,1925.1500244140625,17417530000
2014-08-04,1926.6199951171875,1942.9200439453125,1904.780029296875,1931.5899658203125,1931.5899658203125,16207390000
2014-08-11,1933.4300537109375,1964.0400390625,1928.2900390625,1955.06005859375,1955.06005859375,13747450000
2014-08-18,1958.3599853515625,1994.760009765625,1958.3599853515625,1988.4000244140625,1988.4000244140625,12814930000
2014-08-25,1991.739990234375,2005.0400390625,1990.52001953125,2003.3699951171875,2003.3699951171875,11571710000
2014-09-01,2004.0699462890625,2011.1700439453125,1990.0999755859375,2007.7099609375,2007.7099609375,11520670000
2014-09-08,2007.1700439453125,2007.1700439453125,1980.260009765625,1985.5400390625,1985.5400390625,14732610000
2014-09-15,1986.0400390625,2019.260009765625,1978.47998046875,2010.4000244140625,2010.4000244140625,17261820000
2014-09-22,2009.0799560546875,2009.0799560546875,1965.989990234375,1982.8499755859375,1982.8499755859375,16145360000
2014-09-29,1978.9599609375,1985.1700439453125,1926.030029296875,1967.9000244140625,1967.9000244140625,18807610000
2014-10-06,1970.010009765625,1977.8399658203125,1906.050048828125,1906.1300048828125,1906.1300048828125,20382540000
2014-10-13,1905.6500244140625,1912.0899658203125,1820.6600341796875,1886.760009765625,1886.760009765625,24810660000
2014-10-20,1885.6199951171875,1965.27001953125,1882.300048828125,1964.5799560546875,1964.5799560546875,17947860000
2014-10-27,1962.969970703125,2018.18994140625,1951.3699951171875,2018.050048828125,2018.050048828125,18810910000
2014-11-03,2018.2099609375,2034.260009765625,2001.010009765625,2031.9200439453125,2031.9200439453125,18652340000
2014-11-10,2032.010009765625,2046.1800537109375,2030.1700439453125,2039.8199462890625,2039.8199462890625,16172310000
2014-11-17,2038.2900390625,2071.4599609375,2034.4599609375,2063.5,2063.5,17004640000
2014-11-24,2065.070068359375,2075.760009765625,2064.75,2067.56005859375,2067.56005859375,11770900000
2014-12-01,2065.780029296875,2079.469970703125,2049.570068359375,2075.3701171875,2075.3701171875,18286300000
2014-12-08,2074.840087890625,2075.780029296875,2002.3299560546875,2002.3299560546875,2002.3299560546875,19961180000
2014-12-15,2005.030029296875,2077.85009765625,1972.56005859375,2070.64990234375,2070.64990234375,25431950000
2014-12-22,2069.280029296875,2092.699951171875,2069.280029296875,2088.77001953125,2088.77001953125,9565680000
2014-12-29,2087.6298828125,2093.550048828125,2046.0400390625,2058.199951171875,2058.199951171875,10207410000
2015-01-05,2054.43994140625,2064.429931640625,1992.43994140625,2044.81005859375,2044.81005859375,19362860000
2015-01-12,2046.1300048828125,2056.929931640625,1988.1199951171875,2019.4200439453125,2019.4200439453125,20275570000
